10, 10, 15, Flower
0, 0, 255236179, 1
1, 0, 255236179, 1
2, 0, 255236179, 1
3, 0, 255236179, 1
4, 0, 255236179, 1
5, 0, 255236179, 1
6, 0, 255236179, 1
7, 0, 255236179, 1
8, 0, 255236179, 1
9, 0, 255236179, 1
0, 1, 255224130, 2
1, 1, 255224130, 2
2, 1, 255224130, 2
3, 1, 255224130, 2
4, 1, 233030099, 14
5, 1, 255224130, 2
6, 1, 255224130, 2
7, 1, 255224130, 2
8, 1, 255224130, 2
9, 1, 255224130, 2
0, 2, 255193007, 3
1, 2, 255193007, 3
2, 2, 255193007, 3
3, 2, 233030099, 14
4, 2, 233030099, 14
5, 2, 233030099, 14
6, 2, 255193007, 3
7, 2, 255193007, 3
8, 2, 255193007, 3
9, 2, 255193007, 3
0, 3, 255179000, 4
1, 3, 255179000, 4
2, 3, 233030099, 14
3, 3, 233030099, 14
4, 3, 255235059, 15
5, 3, 233030099, 14
6, 3, 233030099, 14
7, 3, 255179000, 4
8, 3, 255179000, 4
9, 3, 255179000, 4
0, 4, 255160000, 5
1, 4, 255160000, 5
2, 4, 255160000, 5
3, 4, 233030099, 14
4, 4, 233030099, 14
5, 4, 233030099, 14
6, 4, 255160000, 5
7, 4, 255160000, 5
8, 4, 255160000, 5
9, 4, 255160000, 5
0, 5, 255143000, 6
1, 5, 255143000, 6
2, 5, 255143000, 6
3, 5, 255143000, 6
4, 5, 129199132, 12
5, 5, 255143000, 6
6, 5, 129199132, 12
7, 5, 255143000, 6
8, 5, 255143000, 6
9, 5, 255143000, 6
0, 6, 255111000, 7
1, 6, 255111000, 7
2, 6, 255111000, 7
3, 6, 255111000, 7
4, 6, 129199132, 12
5, 6, 129199132, 12
6, 6, 255111000, 7
7, 6, 255111000, 7
8, 6, 255111000, 7
9, 6, 255111000, 7
0, 7, 076175080, 8
1, 7, 076175080, 8
2, 7, 076175080, 8
3, 7, 067160071, 9
4, 7, 129199132, 12
5, 7, 067160071, 9
6, 7, 102187106, 10
7, 7, 102187106, 10
8, 7, 102187106, 10
9, 7, 046125050, 11
0, 8, 046125050, 11
1, 8, 102187106, 10
2, 8, 102187106, 10
3, 8, 046125050, 11
4, 8, 129199132, 12
5, 8, 102187106, 10
6, 8, 067160071, 9
7, 8, 067160071, 9
8, 8, 067160071, 9
9, 8, 067160071, 9
0, 9, 027094032, 13
1, 9, 027094032, 13
2, 9, 027094032, 13
3, 9, 102187106, 10
4, 9, 102187106, 10
5, 9, 076175080, 8
6, 9, 076175080, 8
7, 9, 076175080, 8
8, 9, 046125050, 11
9, 9, 076175080, 8
