8, 8, 5, Juicy Orange
0, 0, 162113252, 1
1, 0, 162113252, 1
2, 0, 255147028, 2
3, 0, 255147028, 2
4, 0, 002136002, 3
5, 0, 255147028, 2
6, 0, 162113252, 1
7, 0, 162113252, 1
0, 1, 162113252, 1
1, 1, 255147028, 2
2, 1, 255147028, 2
3, 1, 002136002, 3
4, 1, 002136002, 3
5, 1, 002136002, 3
6, 1, 255147028, 2
7, 1, 162113252, 1
0, 2, 211128037, 5
1, 2, 255147028, 2
2, 2, 255147028, 2
3, 2, 255147028, 2
4, 2, 002136002, 3
5, 2, 255147028, 2
6, 2, 255147028, 2
7, 2, 255147028, 2
0, 3, 211128037, 5
1, 3, 255147028, 2
2, 3, 255147028, 2
3, 3, 255147028, 2
4, 3, 255147028, 2
5, 3, 255147028, 2
6, 3, 238243012, 4
7, 3, 255147028, 2
0, 4, 211128037, 5
1, 4, 255147028, 2
2, 4, 255147028, 2
3, 4, 255147028, 2
4, 4, 255147028, 2
5, 4, 255147028, 2
6, 4, 238243012, 4
7, 4, 255147028, 2
0, 5, 211128037, 5
1, 5, 255147028, 2
2, 5, 255147028, 2
3, 5, 255147028, 2
4, 5, 255147028, 2
5, 5, 255147028, 2
6, 5, 255147028, 2
7, 5, 255147028, 2
0, 6, 162113252, 1
1, 6, 211128037, 5
2, 6, 255147028, 2
3, 6, 255147028, 2
4, 6, 255147028, 2
5, 6, 255147028, 2
6, 6, 255147028, 2
7, 6, 162113252, 1
0, 7, 162113252, 1
1, 7, 162113252, 1
2, 7, 211128037, 5
3, 7, 255147028, 2
4, 7, 255147028, 2
5, 7, 255147028, 2
6, 7, 162113252, 1
7, 7, 162113252, 1
