10, 10, 8, Teddy Bear 
0, 0, 224087142, 1
1, 0, 172111069, 2
2, 0, 172111069, 2
3, 0, 224087142, 1
4, 0, 224087142, 1
5, 0, 224087142, 1
6, 0, 224087142, 1
7, 0, 172111069, 2
8, 0, 172111069, 2
9, 0, 224087142, 1
0, 1, 172111069, 2
1, 1, 235172141, 4
2, 1, 235172141, 4
3, 1, 172111069, 2
4, 1, 224087142, 1
5, 1, 224087142, 1
6, 1, 172111069, 2
7, 1, 235172141, 4
8, 1, 235172141, 4
9, 1, 172111069, 2
0, 2, 172111069, 2
1, 2, 172111069, 2
2, 2, 172111069, 2
3, 2, 172111069, 2
4, 2, 172111069, 2
5, 2, 172111069, 2
6, 2, 172111069, 2
7, 2, 172111069, 2
8, 2, 172111069, 2
9, 2, 172111069, 2
0, 3, 224087142, 1
1, 3, 172111069, 2
2, 3, 172111069, 2
3, 3, 172111069, 2
4, 3, 172111069, 2
5, 3, 172111069, 2
6, 3, 172111069, 2
7, 3, 172111069, 2
8, 3, 172111069, 2
9, 3, 224087142, 1
0, 4, 172111069, 2
1, 4, 172111069, 2
2, 4, 172111069, 2
3, 4, 008008008, 3
4, 4, 172111069, 2
5, 4, 172111069, 2
6, 4, 008008008, 3
7, 4, 172111069, 2
8, 4, 172111069, 2
9, 4, 172111069, 2
0, 5, 172111069, 2
1, 5, 172111069, 2
2, 5, 172111069, 2
3, 5, 008008008, 3
4, 5, 172111069, 2
5, 5, 172111069, 2
6, 5, 008008008, 3
7, 5, 172111069, 2
8, 5, 172111069, 2
9, 5, 172111069, 2
0, 6, 172111069, 2
1, 6, 172111069, 2
2, 6, 172111069, 2
3, 6, 172111069, 2
4, 6, 172111069, 2
5, 6, 172111069, 2
6, 6, 172111069, 2
7, 6, 172111069, 2
8, 6, 172111069, 2
9, 6, 172111069, 2
0, 7, 172111069, 2
1, 7, 172111069, 2
2, 7, 172111069, 2
3, 7, 254210159, 5
4, 7, 153164165, 6
5, 7, 153164165, 6
6, 7, 254210159, 5
7, 7, 172111069, 2
8, 7, 172111069, 2
9, 7, 172111069, 2
0, 8, 224087142, 1
1, 8, 156094054, 7
2, 8, 172111069, 2
3, 8, 254210159, 5
4, 8, 254210159, 5
5, 8, 254210159, 5
6, 8, 254210159, 5
7, 8, 172111069, 2
8, 8, 156094054, 7
9, 8, 224087142, 1
0, 9, 224087142, 1
1, 9, 224087142, 1
2, 9, 156094054, 7
3, 9, 227180131, 8
4, 9, 227180131, 8
5, 9, 227180131, 8
6, 9, 227180131, 8
7, 9, 156094054, 7
8, 9, 224087142, 1
9, 9, 224087142, 1
