10, 9, 5, heart
0, 0, 249223022, 1
1, 0, 249223022, 1
2, 0, 000000000, 2
3, 0, 000000000, 2
4, 0, 249223022, 1
5, 0, 249223022, 1
6, 0, 000000000, 2
7, 0, 000000000, 2
8, 0, 249223022, 1
9, 0, 249223022, 1
0, 1, 249223022, 1
1, 1, 000000000, 2
2, 1, 255000000, 3
3, 1, 255000000, 3
4, 1, 000000000, 2
5, 1, 000000000, 2
6, 1, 255000000, 3
7, 1, 255000000, 3
8, 1, 000000000, 2
9, 1, 249223022, 1
0, 2, 000000000, 2
1, 2, 155000000, 4
2, 2, 255000000, 3
3, 2, 255000000, 3
4, 2, 255000000, 3
5, 2, 255000000, 3
6, 2, 255000000, 3
7, 2, 255255255, 5
8, 2, 255000000, 3
9, 2, 000000000, 2
0, 3, 000000000, 2
1, 3, 155000000, 4
2, 3, 255000000, 3
3, 3, 255000000, 3
4, 3, 255000000, 3
5, 3, 255000000, 3
6, 3, 255000000, 3
7, 3, 255000000, 3
8, 3, 255000000, 3
9, 3, 000000000, 2
0, 4, 000000000, 2
1, 4, 155000000, 4
2, 4, 255000000, 3
3, 4, 255000000, 3
4, 4, 255000000, 3
5, 4, 255000000, 3
6, 4, 255000000, 3
7, 4, 255000000, 3
8, 4, 255000000, 3
9, 4, 000000000, 2
0, 5, 249223022, 1
1, 5, 000000000, 2
2, 5, 155000000, 4
3, 5, 255000000, 3
4, 5, 255000000, 3
5, 5, 255000000, 3
6, 5, 255000000, 3
7, 5, 255000000, 3
8, 5, 000000000, 2
9, 5, 249223022, 1
0, 6, 249223022, 1
1, 6, 249223022, 1
2, 6, 000000000, 2
3, 6, 155000000, 4
4, 6, 255000000, 3
5, 6, 255000000, 3
6, 6, 255000000, 3
7, 6, 000000000, 2
8, 6, 249223022, 1
9, 6, 249223022, 1
0, 7, 249223022, 1
1, 7, 249223022, 1
2, 7, 249223022, 1
3, 7, 000000000, 2
4, 7, 155000000, 4
5, 7, 255000000, 3
6, 7, 000000000, 2
7, 7, 249223022, 1
8, 7, 249223022, 1
9, 7, 249223022, 1
0, 8, 249223022, 1
1, 8, 249223022, 1
2, 8, 249223022, 1
3, 8, 249223022, 1
4, 8, 000000000, 2
5, 8, 000000000, 2
6, 8, 249223022, 1
7, 8, 249223022, 1
8, 8, 249223022, 1
9, 8, 249223022, 1
